#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string,string,string
#default,mean,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,endpoint,host,method,peak_users,result,server,service,status_code,system_type,teastore
,,0,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T21:53:00Z,0.0791877555,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,closed,monitoring
,,0,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T21:54:00Z,0.4377737705,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,closed,monitoring
,,0,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T21:55:00Z,0.19207998666666662,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,closed,monitoring
,,0,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T21:56:00Z,0.20262786349999998,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,closed,monitoring
,,0,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T21:57:00Z,0.3254605403333333,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,closed,monitoring
,,0,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T21:58:00Z,0.16466637283333332,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,closed,monitoring
,,0,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T21:59:00Z,0.03531685083333334,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,closed,monitoring
,,0,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T22:00:00Z,0.0260922475,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,closed,monitoring
,,1,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T20:55:00Z,0.027059161749999998,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,open,monitoring
,,1,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T20:56:00Z,0.02496394433333333,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,open,monitoring
,,1,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T20:57:00Z,0.022321795833333335,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,open,monitoring
,,1,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T20:58:00Z,0.025601900666666667,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,open,monitoring
,,1,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T20:59:00Z,0.023135244833333332,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,open,monitoring
,,1,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T21:00:00Z,0.027555527333333333,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,open,monitoring
,,1,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T21:01:00Z,0.04663476416666667,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,open,monitoring
,,1,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T21:02:00Z,0.027215043166666664,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,open,monitoring
,,1,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T21:03:00Z,0.12722307666666668,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,open,monitoring
,,1,2025-04-23T19:48:39.000672181Z,2025-04-23T22:48:39.000672181Z,2025-04-23T21:04:00Z,0.23662972549999997,response_time,http_response,login,performance,GET,100,success,http://localhost:8080/tools.descartes.teastore.webui/login,teastore,200,open,monitoring
